45627765	Wed Jun 24 00:32:17 +0000 2009	Taliban assassination could set back Pakistan's efforts - http://bit.ly/lyPQL
17993414	Wed Jun 24 00:32:22 +0000 2009	Pakistani team should stop thanking Allah for their victories that is unless they start blaming him for their losses too..
6820682	Wed Jun 24 00:36:06 +0000 2009	Someone trying to kidnap me to Pakistan or India
19224128	Wed Jun 24 00:38:28 +0000 2009	Assassination of Taliban factional leader exposes rifts among militants in Pakistan ( http://bit.ly/XdWF8 )
37101901	Wed Jun 24 00:40:06 +0000 2009	Pakistani family’s house in UK set on fire, 5 injured http://www.despardes.com/flash.html#1
19393033	Wed Jun 24 00:44:39 +0000 2009	Three German soldiers killed in Afghanistan: The soldiers were conducting a joint operation with Afghan forces w.. http://bit.ly/6xst7
19393033	Wed Jun 24 00:45:10 +0000 2009	Three German soldiers killed in Afghanistan: The soldiers were conducting a joint operation with Afghan forces w.. http://bit.ly/xKK7A
36216795	Wed Jun 24 00:49:41 +0000 2009	Infant mortality in Afghanistan is 15%! Why? Mothers still give birth at home w/o adequate care. See what HOPE is doing http://trunc.it/jlyx
15955099	Wed Jun 24 00:56:49 +0000 2009	Xbox Live: soadrocksever is currently Online. Playing Call of Duty 4. Operating an AC-130 gunship. (Xbox Live Nation)
14502110	Wed Jun 24 01:01:31 +0000 2009	#Breaking Suspected U.S. Strike Kills at Least 60 in Pakistan via @NYT.com http://digg.com/d1ug0A?t
14624359	Wed Jun 24 01:03:32 +0000 2009	[CNN.com]U.S. to restrict airstrikes in Afghanistan http://bit.ly/UZjbX
4047721	Wed Jun 24 01:16:02 +0000 2009	Pakistan has blocked France24 for reporting the Agosta kickback story http://bit.ly/uOMA7 -- so it must be true!
17770648	Wed Jun 24 01:24:32 +0000 2009	in 55 minutes, POTUS didn't mention Iraq, Afghanistan, troops or war http://tw6.us/hO #tcot
37782163	Wed Jun 24 01:29:44 +0000 2009	With ping-pong and puns, soldiers stay sane in Afghanistan http://bit.ly/xirBU
16386704	Wed Jun 24 01:30:28 +0000 2009	Pakistani Taliban Amputate Hands of Man Convicted of Stealing.... http://tinyurl.com/l8lhnc
23154878	Wed Jun 24 01:35:38 +0000 2009	I hate how my mom calls everyone from the middle east "taliban" &gt;:|
23053999	Wed Jun 24 01:39:17 +0000 2009	U.S. to restrict airstrikes in Afghanistan: The new U.S. commander in Afghanistan plans to issue a directive tha.. http://tinyurl.com/n9l449
24501645	Wed Jun 24 01:43:58 +0000 2009	India Issues Arrest Warrants For 22 Pakistani Nationals Over Mumbai Terror Attacks: (RTTNews) - A court in India.. http://tinyurl.com/nrxt8f
24501645	Wed Jun 24 01:44:05 +0000 2009	Assassination in Pakistan exposes Taliban rifts: PESHAWAR, Pakistan (AP) - The assassination of the leader of a .. http://tinyurl.com/mra9nb
16873773	Wed Jun 24 01:51:55 +0000 2009	@rachelm its not indo/pakistani curry, its a yellow east asian curry base, no curry leaves, mostly lemon grass and garlic
