45627765	Wed Jun 24 00:32:17 +0000 2009	Taliban assassination could set back Pakistan's efforts - http://bit.ly/lyPQL
17993414	Wed Jun 24 00:32:22 +0000 2009	Pakistani team should stop thanking Allah for their victories that is unless they start blaming him for their losses too..
6820682	Wed Jun 24 00:36:06 +0000 2009	Someone trying to kidnap me to Pakistan or India
19224128	Wed Jun 24 00:38:28 +0000 2009	Assassination of Taliban factional leader exposes rifts among militants in Pakistan ( http://bit.ly/XdWF8 )
37101901	Wed Jun 24 00:40:06 +0000 2009	Pakistani family’s house in UK set on fire, 5 injured http://www.despardes.com/flash.html#1
14502110	Wed Jun 24 01:01:31 +0000 2009	#Breaking Suspected U.S. Strike Kills at Least 60 in Pakistan via @NYT.com http://digg.com/d1ug0A?t
4047721	Wed Jun 24 01:16:02 +0000 2009	Pakistan has blocked France24 for reporting the Agosta kickback story http://bit.ly/uOMA7 -- so it must be true!
16386704	Wed Jun 24 01:30:28 +0000 2009	Pakistani Taliban Amputate Hands of Man Convicted of Stealing.... http://tinyurl.com/l8lhnc
23154878	Wed Jun 24 01:35:38 +0000 2009	I hate how my mom calls everyone from the middle east "taliban" &gt;:|
24501645	Wed Jun 24 01:43:58 +0000 2009	India Issues Arrest Warrants For 22 Pakistani Nationals Over Mumbai Terror Attacks: (RTTNews) - A court in India.. http://tinyurl.com/nrxt8f
24501645	Wed Jun 24 01:44:05 +0000 2009	Assassination in Pakistan exposes Taliban rifts: PESHAWAR, Pakistan (AP) - The assassination of the leader of a .. http://tinyurl.com/mra9nb
16873773	Wed Jun 24 01:51:55 +0000 2009	@rachelm its not indo/pakistani curry, its a yellow east asian curry base, no curry leaves, mostly lemon grass and garlic
28091955	Wed Jun 24 02:02:05 +0000 2009	Assassination in Pakistan exposes Taliban rifts      (AP)  http://cli.gs/Gung8 #linktweet
28091955	Wed Jun 24 02:09:20 +0000 2009	New groups takes credit for Pakistan blast http://cli.gs/BBLn0 #linktweet
38068031	Wed Jun 24 02:17:56 +0000 2009	New blog post: "Fissure" Premium Theme Available for Sale Tomorrow http://bit.ly/MKtsF
36725782	Wed Jun 24 02:22:13 +0000 2009	BBC: Militant nexus: The ties on either side of Afghan-Pakistan border http://kl.am/VZ5
22760040	Wed Jun 24 02:31:35 +0000 2009	Report: New York Times Bribed Taliban in Effort to Recover ... http://bit.ly/QFMrr
49424638	Wed Jun 24 02:42:32 +0000 2009	RT We R Iranians .We r NOT Arabs or Afghans or Pakistanis. WE DO NOT KILL EACH OTHER. WE R UNITED SONS AND DAUGHTERS OF KOUROSH#iranelection
27981558	Wed Jun 24 02:44:46 +0000 2009	Iran no embassy in U,S, Irainain diplomats work out of the Embassy of Pakistan call / e-mail at followin 12029564990 request@daftar.org
16398222	Wed Jun 24 02:50:36 +0000 2009	MEMEORANDUM: Rival of Pakistan Taliban Leader Is Assassinated (New York Times):   New York Times: Ri.. http://tinyurl.com/lu3jhc
