Wed Jun 24 00:00:00 +0000 2009
	ID_DOES_NOT_EXIST	decor and decoration	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	mediamyopic	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	http bit.ly b8vvn	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	mediamyopic http	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	osomex	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	b8vvn	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	bit.ly b8vvn	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	and decoration mediamyopic	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	decoration mediamyopic	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	mediamyopic http bit.ly	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q4080336	bajan un	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	decoration mediamyopic http	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	and decoration	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q100234650	los títulos de	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	lemussandy	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q56677507	títulos de	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	home decor and	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q113043332	los títulos	ID_HAS_NO_SYNONYMS	statement
	Q77048555	piola	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	atgeek	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q8346209	cinco días	Cinco dias Cinco días Cinco Dias Cinco días. Cinco dias.	statement
	Q8044568	xnt	ID_HAS_NO_SYNONYMS	statement
Wed Jun 24 01:00:00 +0000 2009
	ID_DOES_NOT_EXIST	3c90	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	cvander live gt	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	ustre.am 3c90	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	http ustre.am 3c90	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	cvander live	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	cvander	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	hey cvander	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q77048555	piola	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	mauchox	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q84798619	leelos	ID_HAS_NO_SYNONYMS	statement
	Q6752524	ino_moxo	Ino Moxo	statement
	ID_DOES_NOT_EXIST	en piola	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	piola http	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q23088046	tolm	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	gran evento	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q3521702	los poemas	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	ubuntu420	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q7642022	superhappydevhouse	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q34919453	rico la	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	soledadonetto	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
Wed Jun 24 02:00:00 +0000 2009
	ID_DOES_NOT_EXIST	qqsm	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	linaceballos	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	bulldog_cafe	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	ustre.am 360k	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	http ustre.am 360k	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	andresbarreto live gt	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	andresbarreto live	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	a linaceballos	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	andresbarreto	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q33344	360k	360s década de 360	statement
	ID_DOES_NOT_EXIST	hey linaceballos	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	www.ustream.tv channel pulsosocial	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	sth3f	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	channel pulsosocial	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q110267822	erune	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	cvander	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	estoy aprendiendo	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	de cvander	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q2912	31 de	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	3u220	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	revenge218	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q2788	1 de agosto	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	pulsosocial	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q2843673	los fantasmas	ID_HAS_NO_SYNONYMS	statement
Wed Jun 24 03:00:00 +0000 2009
	ID_DOES_NOT_EXIST	qqsm	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	akirareiko	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q20000869	emely	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	emely hermosa	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	cuerpito de barbie	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	emely hermosa bebita	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	personales emely hermosa	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	bebita de un	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	personales emely	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	de barbie http	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	hermosa bebita de	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	hermosa bebita	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	bebita de	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	un cuerpito de	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	cuerpito de	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q107004433	bebita	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	de un cuerpito	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	un cuerpito	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	fidodj	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	Q2995414	contacto	ID_HAS_NO_SYNONYMS	statement
	Q99907823	de barbie	ID_HAS_NO_SYNONYMS	statement
	ID_DOES_NOT_EXIST	kozmania	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	barbie http bit.ly	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	cuerpito	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	luciernagale	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	deadbrain	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	aldoaoa	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	sgt_walrus	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
Wed Jun 24 04:00:00 +0000 2009
	ID_DOES_NOT_EXIST	slashhh	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	toneja	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	chunior	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	fastanswer	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	de raja	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	taniatex	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	lunetaz	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	normiix	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	marcos862	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
	ID_DOES_NOT_EXIST	cristophergarci	ID_HAS_NO_SYNONYMS	ID_HAS_NO_TYPE
